SCTID	FullySpecifiedName	DateOfStatusChange	SubsetStatus	SNOMEDStatus
56787009	Peripheral focal choroiditis AND chorioretinitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
36535003	Peripheral focal retinitis AND retinochoroiditis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
233958001	Peripheral ischemia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
45781009	Peripheral nerve entrapment syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
46382007	Peripheral nerve facial nerve paralysis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
73590005	Peripheral nerve injury (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
206235003	Peripheral nerve injury due to birth trauma (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
25416002	Peripheral neuralgia (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
199094009	Peripheral neuritis in pregnancy - delivered with postnatal complication (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
17787002	Peripheral neuritis in pregnancy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
253096008	Peripheral neuroectodermal tumor (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
193881001	Peripheral pterygium, progressive (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
193880000	Peripheral pterygium, stationary (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
61536007	Peripheral retinal degeneration (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
246660007	Peripheral ring scotoma (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
109977009	Peripheral T-cell lymphoma (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
10596002	Peripheral vascular complication (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
400047006	Peripheral vascular disease (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
20696009	Peripheral venous insufficiency (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
50438001	Peripheral vertigo (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
33048000	Peripheral visual field defect (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
91669008	Perirectal abscess (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
984000	Perirectal cellulitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
80640009	Perirenal abscess (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
52111006	Perisigmoiditis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
70190001	Peritoneal adhesion (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
25817001	Peritoneal adhesions with obstruction (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
54620002	Peritoneal cyst (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
236557008	Peritoneal dialysis catheter exit site infection (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
276883000	Peritoneal dialysis-associated peritonitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
48661000	Peritonitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
15033003	Peritonsillar abscess (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
102453009	Peritonsillar cellulitis (disorder)	5/6/2006	ACTIVE	ACTIVE (Current)
77681005	Peritubal adhesions (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
7253006	Periurethral cellulitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
384993003	Periventricular hemorrhagic venous infarct (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
230769007	Periventricular leukomalacia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
84027009	Pernicious anemia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
53208009	Peroneal tendinitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
89618007	Persecutory delusion disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
284523002	Persistent cough (finding)	10/1/2007	ACTIVE	ACTIVE (Current)
206597007	Persistent fetal circulation (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
314270008	Persistent hyperplastic primary vitreous (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
191999000	Persistent hypersomnia (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
191997003	Persistent insomnia (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
90575004	Persistent lanugo (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
77978002	Persistent left superior vena cava (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
421305000	Persistent microalbuminuria associated with type I diabetes mellitus (disorder)	6/1/2007	ACTIVE	ACTIVE (Current)
420715001	Persistent microalbuminuria associated with type II diabetes mellitus (disorder)	12/1/2006	ACTIVE	ACTIVE (Current)
63251006	Persistent miosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
405270006	Persistent mydriasis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
70068004	Persistent occipitoposterior position (disorder)	1/1/2008	ACTIVE	ACTIVE (Current)
279047007	Persistent pain following procedure (finding)	1/1/2008	ACTIVE	ACTIVE (Current)
111752005	Persistent postoperative fistula (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
69927002	Persistent primary vitreous (disorder)	5/6/2006	ACTIVE	ACTIVE (Current)
420514000	Persistent proteinuria associated with type I diabetes mellitus (disorder)	6/1/2007	ACTIVE	ACTIVE (Current)
421986006	Persistent proteinuria associated with type II diabetes mellitus (disorder)	6/1/2007	ACTIVE	ACTIVE (Current)
233815004	Persistent pulmonary hypertension of the newborn (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
282360001	Persistent testicular pain (finding)	11/1/2006	ACTIVE	ACTIVE (Current)
7522008	Persistent tuberculum impar (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
24473007	Persistent vegetative state (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
196746003	Persistent vomiting (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
228146008	Personal care impairment (finding)	8/1/2007	ACTIVE	ACTIVE (Current)
307294006	Personal history finding (finding)	10/1/2007	ACTIVE	ACTIVE (Current)
415076002	Personal history of primary malignant neoplasm of breast (situation)	8/1/2007	ACTIVE	ACTIVE (Current)
415077006	Personal history of primary malignant neoplasm of bronchus (situation)	4/2/2006	ACTIVE	ACTIVE (Current)
415078001	Personal history of primary malignant neoplasm of ear, nose AND/OR throat (situation)	10/1/2007	ACTIVE	ACTIVE (Current)
415079009	Personal history of primary malignant neoplasm of female genital organ (situation)	4/2/2006	ACTIVE	ACTIVE (Current)
415080007	Personal history of primary malignant neoplasm of gastrointestinal tract (situation)	8/1/2007	ACTIVE	ACTIVE (Current)
415081006	Personal history of primary malignant neoplasm of kidney (situation)	10/1/2006	ACTIVE	ACTIVE (Current)
415082004	Personal history of primary malignant neoplasm of lung (situation)	10/1/2006	ACTIVE	ACTIVE (Current)
415083009	Personal history of primary malignant neoplasm of male genital organ (situation)	4/2/2006	ACTIVE	ACTIVE (Current)
415084003	Personal history of primary malignant neoplasm of skin (situation)	10/1/2007	ACTIVE	ACTIVE (Current)
415085002	Personal history of primary malignant neoplasm of trachea (situation)	10/1/2006	ACTIVE	ACTIVE (Current)
415086001	Personal history of primary malignant neoplasm of urinary bladder (situation)	10/1/2006	ACTIVE	ACTIVE (Current)
415087005	Personal history of primary malignant neoplasm of urinary system (situation)	6/1/2007	ACTIVE	ACTIVE (Current)
102943000	Personality change (finding)	11/1/2006	ACTIVE	ACTIVE (Current)
33449004	Personality disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
27836007	Pertussis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
293115003	Pertussis vaccine adverse reaction (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
35919005	Pervasive developmental disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
73105000	Pes anserinus bursitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
45861001	Pes anserinus tendinitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
249802001	Pes cavus (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
53226007	Pes planus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
274208001	Pesticide -toxic effect (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
271813007	Petechiae (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
7033004	Petit mal status (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
34997001	Petrositis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
54411001	Peutz-Jeghers syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
70410008	Pfeiffer syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
1833005	Phacoanaphylactic endophthalmitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
32893002	Phacolytic glaucoma (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
47158003	Phaeohyphomycosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
59603003	Phantom limb syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
419406002	Pharmaceutical fluid or solution adverse reaction (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
232408005	Pharyngeal stenosis (disorder)	2/1/2007	ACTIVE	ACTIVE (Current)
405737000	Pharyngitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
195836002	Pharynx or nasopharynx abscess (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
195834004	Pharynx or nasopharynx edema (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
7071007	Phencyclidine (PCP) abuse (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
31715000	Phencyclidine (PCP) delirium (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
58727001	Phencyclidine (PCP) dependence (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
20871009	Phencyclidine (PCP) intoxication (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
4863002	Phencyclidine (PCP) mood disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
425841004	Phencyclidine dependence in remission (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
55967005	Phencyclidine-induced anxiety disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
33871004	Phencyclidine-induced psychotic disorder with hallucinations (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
311173003	Phencyclidine-related disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
292386009	Phenothiazine adverse reaction (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
302835009	Pheochromocytoma (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
61599003	Phlebitis (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
51188005	Phlebitis AND/OR thrombophlebitis during OR resulting from a procedure (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
26850007	Phlebitis AND/OR thrombosis complicating pregnancy AND/OR puerperium (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
3393008	Phlebitis following infusion, perfusion AND/OR transfusion (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
25114006	Phlebitis of deep veins of lower extremity (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
31295000	Phlebitis of iliac vein (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
312588002	Phlebitis of lower limb vein (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
72565004	Phlebitis of superficial veins of lower extremity (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
195404000	Phlebitis of the femoral vein (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
64324003	Phlegmonous dacryocystitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
49781004	Phlegmonous gastritis (disorder)	2/1/2007	ACTIVE	ACTIVE (Current)
67895005	Phlyctenular keratoconjunctivitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
386808001	Phobia (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
386810004	Phobic disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
22841008	Phocomelia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
229719002	Phonological disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
14619009	Phoria (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
111209006	Photoallergic dermatitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
22649008	Photodermatitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
95208000	Photogenic epilepsy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
1714005	Photokeratitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
56170001	Photopsia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
258155009	Photosensitization due to sun (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
53597009	Phototoxic dermatitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
128193002	Phrenic nerve disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
277321001	Phrenic nerve lesion (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
28143002	Phthisical cornea (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
248004009	Physical aggression (finding)	11/1/2006	ACTIVE	ACTIVE (Current)
267410008	Physical retardation due to protein-calorie malnutrition (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
274626005	Physiological development failure (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
201067006	Physiological striae (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
425763000	Physiological tremor (finding)	10/1/2007	ACTIVE	ACTIVE (Current)
25362006	Phytanic acid storage disease (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
238521005	Phytophotodermatitis (disorder)	5/6/2006	ACTIVE	ACTIVE (Current)
14077003	Pica (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
13092008	Pick's disease (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
392133001	Pigment dispersion syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
46168003	Pigmentary glaucoma (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
70397008	Pigmentary iris degeneration (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
2992000	Pigmentary pallidal degeneration (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
68222009	Pigmentary retinal dystrophy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
5387003	Pigmented hairy epidermal nevus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
20343006	Pigmented purpuric lichenoid dermatitis of Gougerot and Blum (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
95412009	Pigmented villonodular synovitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
85224001	Pilonidal cyst with abscess (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
76545008	Pilonidal cyst without abscess (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
87614000	Pinguecula (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
80325004	Pinpoint os uteri (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
62507009	Pins and needles (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
22064009	Pinta (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
73594001	Pinta, late lesion (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
129179000	Piriformis syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
230505001	Pit of optic disc (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
51212009	Pitted keratolysis (disorder)	5/6/2006	ACTIVE	ACTIVE (Current)
76090006	Pittsburgh pneumonia (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
254956000	Pituitary adenoma (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
367460001	Pituitary dwarfism (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
254965007	Pituitary macroadenoma (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
254963000	Pituitary microadenoma (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
190502001	Pituitary-dependent Cushing's disease (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
34630004	Pityriasis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
402296004	Pityriasis alba (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
77252004	Pityriasis rosea (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
3755001	Pityriasis rubra pilaris (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
56454009	Pityriasis versicolor (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
2437000	Placenta circumvallata (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
9864005	Placenta multipartita (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
36813001	Placenta previa (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
15663008	Placenta previa centralis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
24095001	Placenta previa partialis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
198905007	Placenta previa with hemorrhage - delivered (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
198906008	Placenta previa with hemorrhage - not delivered (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
198903000	Placenta previa with hemorrhage (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
198899007	Placenta previa without hemorrhage - delivered (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
198900002	Placenta previa without hemorrhage - not delivered (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
7792000	Placenta previa without hemorrhage (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
4174008	Placenta tripartita (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
169957005	Placental abnormality (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
198910006	Placental abruption - delivered (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
198911005	Placental abruption - not delivered (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
415105001	Placental abruption (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
51195001	Placental polyp (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
199625002	Placental transfusion syndromes (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
21850008	Plagiocephaly (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
58750007	Plague (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
240539000	Plane wart (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
13370002	Plantar fascial fibromatosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
202882003	Plantar fasciitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
61251002	Plantar hyperkeratosis of yaws (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
193148004	Plantar nerve lesion (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
83448006	Plantar papilloma of yaws (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
95209008	Plasma cell leukemia in remission (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
95210003	Plasma cell leukemia, disease (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
415111003	Plasma cell neoplasm (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
415112005	Plasmacytoma (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
37465004	Plasmacytosis (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
232080006	Plateau iris (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
22716005	Platelet disorder (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
41461004	Platelet dysfunction due to drugs (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
128101008	Platelet factor V deficiency (factor V Quebec) (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
7603007	Platyspondylia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
60046008	Pleural effusion (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
81075000	Pleural effusion associated with pulmonary infection (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
271503005	Pleural empyema with fistula (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
233658003	Pleural plaque (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
196075003	Pleurisy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
2237002	Pleuritic pain (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
253733006	Pleuropericardial cyst (disorder)	5/6/2006	ACTIVE	ACTIVE (Current)
403818001	Plexiform neurofibroma (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
52368004	Plicated tongue (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
80126007	Plummer-Vinson syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
20154006	Pneumatouria (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
14415006	Pneumocephalus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
16814004	Pneumococcal infectious disease (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
51169003	Pneumococcal meningitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
58710009	Pneumococcal peritonitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
24302002	Pneumococcal pleurisy with effusion (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
233607000	Pneumococcal pneumonia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
90849005	Pneumococcal septicemia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
310578008	Pneumococcal vaccination given (finding)	1/1/2008	ACTIVE	ACTIVE (Current)
40122008	Pneumoconiosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
17996008	Pneumoconiosis due to inorganic dust (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
805002	Pneumoconiosis due to silica (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
88860002	Pneumocystosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
233604007	Pneumonia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
409664000	Pneumonia due to anaerobic bacteria (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
51530003	Pneumonia due to Escherichia coli (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
64479007	Pneumonia due to Klebsiella pneumoniae (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
46970008	Pneumonia due to Mycoplasma pneumoniae (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
39172002	Pneumonia due to Proteus mirabilis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
41381004	Pneumonia due to Pseudomonas (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
195881003	Pneumonia due to respiratory syncytial virus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
34020007	Pneumonia due to Streptococcus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
111900000	Pneumonia in aspergillosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
59475000	Pneumonia in pertussis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
84753008	Pneumonia in systemic mycosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
195905006	Pneumonia with histoplasmosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
38976008	Pneumonic plague (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
205237003	Pneumonitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
46207001	Pneumonitis due to acquired toxoplasmosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
86294001	Pneumonitis due to inhalation of essences (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
196032009	Pneumonitis due to inhalation of food or vomitus (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
57463004	Pneumonitis due to liquids (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
64030005	Pneumonitis due to solids (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
25503004	Pneumopyopericardium (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
36118008	Pneumothorax (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
45265000	Poikiloderma of Civatte (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
75478009	Poisoning (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
53126001	Poisoning by adrenal cortical steroid (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
90687000	Poisoning by agent primarily affecting blood constituent (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
32722006	Poisoning by aluminum hydroxide (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
38751004	Poisoning by analgesic AND/OR antipyretic (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
241748001	Poisoning by analgesic drug (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
35279005	Poisoning by antacid AND/OR antigastric secretion drug (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
65435003	Poisoning by antiadrenergic drug (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
2935001	Poisoning by antiasthmatic (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
419347003	Poisoning by antibacterial drug (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
67438002	Poisoning by anticoagulant (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
42377002	Poisoning by anticonvulsant (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
82276009	Poisoning by antidepressant (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
212545006	Poisoning by antidiabetic agent (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
123012009	Poisoning by antidote AND/OR chelating agent (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
111769007	Poisoning by antihypertensive agent (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
419639006	Poisoning by anti-infective agent (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
111767009	Poisoning by antilipemic AND/OR antiarteriosclerotic drug (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
49450009	Poisoning by antiprotozoal drug (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
111762003	Poisoning by antirheumatic (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
86733006	Poisoning by antitussive (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
111757004	Poisoning by aromatic analgesic (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
15056007	Poisoning by arthropod (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
32835006	Poisoning by autonomous nervous system drug (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
32449007	Poisoning by bacterial vaccine (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
44003006	Poisoning by barbiturate (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
7998009	Poisoning by bee sting (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
81914009	Poisoning by benzodiazepine-based tranquilizer (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
36533005	Poisoning by cardiac rhythm regulator (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
56951005	Poisoning by cardiotonic glycoside (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
22915003	Poisoning by cardiovascular system drug (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
288293001	Poisoning by central nervous system drug (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
61803000	Poisoning by central nervous system stimulant (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
57628003	Poisoning by chloral hydrate group (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
43695003	Poisoning by chlorphenesin carbamate (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
21413004	Poisoning by coronary vasodilator (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
79815000	Poisoning by dietetic drug (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
